Sweet Dreams,Weki Meki,22,5555,28057,0,k-pop,"Seoul, Korea, Republic of",3,band,73653,3117682
all the good girls go to hell,Billie Eilish,21,313234,2789894,2.8166666666666664,2019,"Los Angeles, Los Angeles County, California, United States",19,solo,1023808,82087931
wish you were gay,Billie Eilish,21,329242,3092481,3.7,contemporary rnb,"Los Angeles, Los Angeles County, California, United States",19,solo,1023808,82087931
you should see me in a crown,Billie Eilish,21,365442,3809489,3.0166666666666666,pop,"Los Angeles, Los Angeles County, California, United States",19,solo,1023808,82087931
Forever Young,BLACKPINK,21,115813,2310606,3.95,k-pop,"Seoul, Korea, Republic of",4,band,443371,59627899
Click (feat. Kim Petras and Slayyyter) [No Boys Remix],Charli XCX,21,20625,199789,3.8666666666666667,pop rap,"Cambridge, Cambridgeshire, England, United Kingdom",28,solo,1050461,65619389
Tunnel Vision,Egg,21,383,1653,3.4166666666666665,progressive rock,"London, England, United Kingdom",5,band,65037,584004
DALLA DALLA - DallasK Remix,ITZY,21,14606,106814,3.1666666666666665,k-pop,"Seoul, Korea, Republic of",1,band,159995,12527679
Run,Joji,21,167893,2146106,3.25,alternative,"Osaka, Osaka, Japan",28,solo,557821,41070653
Singing In The Rain,Loona,21,30252,288697,3.5166666666666666,pop,"IJmuiden, Velsen, Noord-Holland, Netherlands",46,solo,285599,17462658
Twilight (김립),Loona,21,64,391,0,pop,"IJmuiden, Velsen, Noord-Holland, Netherlands",46,solo,285599,17462658
Sweet Crazy Love,LOOΠΔ / ODD EYE CIRCLE,21,40700,745726,3.4833333333333334,pop,0,3,band,72746,4688946
Supercut,Lorde,21,249688,2961492,4.633333333333333,pop,"Auckland, North Island, New Zealand",24,solo,1560795,100316725
Тугие косы,MONETOCHKA,21,1207,3319,0,pop rock,0,0,0,15972,342506
Good Form,Nicki Minaj,21,90425,1200438,3.3166666666666664,rap,"Port of Spain, Trinidad, Trinidad and Tobago",38,solo,2327646,89606844
Wow Thing,Seulgi,21,33607,402721,0,kpop,0,0,0,34828,460014
Devil,Slayyyter,21,19548,140516,2.966666666666667,pop,"St. Louis, Missouri, United States",24,solo,113560,4078254
BIRTHDAY,Somi,21,55325,684213,3.0833333333333335,k-pop,"Champaign, Champaign County, Illinois, United States",39,solo,114730,2065262
Haven,Stray Kids,21,17816,215334,3.3166666666666664,k-pop,"Seoul, Korea, Republic of",3,band,148884,23457226
"쏘리 쏘리 SORRY, SORRY",Super Junior,21,33723,237764,0,k-pop,"Seoul, Korea, Republic of",15,band,212538,28568557
Cruel Summer,Taylor Swift,21,170841,3754831,2.966666666666667,pop,"Reading, Berks County, Pennsylvania, United States",31,solo,2655896,342638526
Take Yourself Home,Troye Sivan,21,114117,1221911,4.15,electropop,"Johannesburg, Gauteng, South Africa",25,solo,715367,35721492
Iron Boy,Weki Meki,21,11986,94000,3.3,k-pop,"Seoul, Korea, Republic of",3,band,73653,3117682
Lucky,Weki Meki,21,5859,39379,1.2,k-pop,"Seoul, Korea, Republic of",3,band,73653,3117682
Give Me Your,(G)I-DLE,20,11491,100204,3.6666666666666665,k-pop,"Seoul, Korea, Republic of",2,band,155305,10036378
I Am the Best,2NE1,20,100895,1303856,3.466666666666667,k-pop,"Seoul, Korea, Republic of",7,band,287823,25677189
bad idea,Ariana Grande,20,182860,2697433,4.45,pop,"Boca Raton, Palm Beach County, Florida, United States",27,solo,1556092,210464627
my strange addiction,Billie Eilish,20,260941,2252799,2.9833333333333334,electropop,"Los Angeles, Los Angeles County, California, United States",19,solo,1023808,82087931
xanny,Billie Eilish,20,275285,2249930,4.066666666666666,alternative rnb,"Los Angeles, Los Angeles County, California, United States",19,solo,1023808,82087931
мкАД,IC3PEAK,20,9761,58738,3.033333333333333,scary,"Moskva, Russian Federation",7,band,114773,3736167
Eclipse (김립),Loona,20,119,954,0,pop,"IJmuiden, Velsen, Noord-Holland, Netherlands",46,solo,285599,17462658
Chaotic,LOONA / ODD EYE CIRCLE,20,1140,8478,0,k-pop,0,0,0,2883,94920
Glory and Gore,Lorde,20,429213,3837382,3.533333333333333,pop,"Auckland, North Island, New Zealand",24,solo,1560795,100316725
4x4ever,MAMAMOO,20,16193,140678,3.1,k-pop,"Seoul, Korea, Republic of",6,band,180285,12251755
Nurse's Office,Melanie Martinez,20,63534,689007,3.3666666666666667,corona,"Baldwin, Nassau County, New York, United States",25,solo,516913,30786635
Папина любовница,MONETOCHKA,20,1792,6463,0,pop rock,0,0,0,15972,342506
Рентгенограмма,MONETOCHKA,20,1179,3285,0,pop rock,0,0,0,15972,342506
Snakeskin,Rina Sawayama,20,77323,576299,3.216666666666667,pop,"Niigata, Niigata, Japan",30,solo,314082,19688561
Blueprint,Stray Kids,20,19137,255506,4.183333333333334,k-pop,"Seoul, Korea, Republic of",3,band,148884,23457226
"My Universe (Seungmin, I.N Feat. Changbin)",Stray Kids,20,15051,152051,0,k-pop,"Seoul, Korea, Republic of",3,band,148884,23457226
Tous les mêmes,Stromae,20,195173,1654397,3.55,french,"Brussels, Belgium",35,solo,788595,18005372
SHADOW,TWICE,20,31966,358252,2.8,k-pop,"Seoul, Korea, Republic of",5,band,267391,49043896
Tiki-Taka(99%),Weki Meki,20,17445,216096,0,pop,"Seoul, Korea, Republic of",3,band,73653,3117682
Yesterday,Yukika,20,14110,106564,3.7,contemporary rnb,"Shizuoka, Shizuoka, Japan",27,solo,36331,1166206
imagine,Ariana Grande,19,228078,3511042,3.533333333333333,rnb,"Boca Raton, Palm Beach County, Florida, United States",27,solo,1556092,210464627
make up,Ariana Grande,19,153282,1813469,2.3333333333333335,pop,"Boca Raton, Palm Beach County, Florida, United States",27,solo,1556092,210464627
Big Juicy,Ayesha Erotica,19,4000,21388,3.4166666666666665,pop,"Huntington Beach, Orange County, California, United States",24,solo,28411,1416926
Check On It (JBroadway Club Jersey Remix),Beyoncé,19,7,29,0,rnb,0,0,0,3900423,192555966
Don't Know What To Do,BLACKPINK,19,106231,1817475,3.35,k-pop,"Seoul, Korea, Republic of",4,band,443371,59627899
Gotta Go,CHUNG HA,19,80788,1401897,3.6833333333333336,kpop,"Seoul, Korea, Republic of",24,solo,141316,6885388
PLAY,CHUNG HA,19,41196,541044,3.3166666666666664,k-pop,"Seoul, Korea, Republic of",24,solo,141316,6885388
+HWA+,CL,19,18396,147624,0,k-pop,"Seoul, Korea, Republic of",29,solo,136587,2907401
Hello Bitches,CL,19,76321,863518,2.966666666666667,cl,"Seoul, Korea, Republic of",29,solo,136587,2907401
Scream (Inst.),Dreamcatcher,19,5533,28039,3.4,k-pop,"Seoul, Korea, Republic of",4,band,121882,11246773
PLAYER,Everglow,19,18728,181493,3.216666666666667,kpop,"Seoul, Korea, Republic of",2,band,140037,7579596
SALUTE,Everglow,19,16486,133189,3.15,k-pop,"Seoul, Korea, Republic of",2,band,140037,7579596
Love Shot,Exo,19,86747,1806511,3.3333333333333335,exo,0,0,0,237279,49041245
Puzzle Moon,GWSN,19,19367,211778,3.4333333333333336,kpop,"Seoul, Korea, Republic of",2,band,40524,1902772
Sour Candy (with BLACKPINK),Lady Gaga,19,212941,4618669,0,blackpink,"Manhattan, New York, New York, United States",34,solo,4217723,365392472
ViViD (Acoustic Mix Version),Loona,19,311,1517,0,pop,"IJmuiden, Velsen, Noord-Holland, Netherlands",46,solo,285599,17462658
Liability (Reprise),Lorde,19,168276,1500332,2.2666666666666666,art pop,"Auckland, North Island, New Zealand",24,solo,1560795,100316725
Sweater Weather,The Neighbourhood,19,750233,8568592,4.0,indie,"Newbury Park, Ventura County, California, United States",9,band,1095946,50949353
21:29,TWICE,19,30374,292411,3.8,k-pop,"Seoul, Korea, Republic of",5,band,267391,49043896
Top Secret,Weeekly,19,4327,47208,0,k-pop,"Seoul, Korea, Republic of",1,band,21517,889195
La La La,Weki Meki,19,16124,137193,2.8333333333333335,dance,"Seoul, Korea, Republic of",3,band,73653,3117682
"ringtone (Remix) [feat. Charli XCX, Rico Nasty, Kero Kero Bonito]",100 gecs,18,98848,1020724,3.5833333333333335,remix,"St. Louis, Missouri, United States",6,band,257803,16741714
NASA,Ariana Grande,18,206116,3037350,3.033333333333333,pop,"Boca Raton, Palm Beach County, Florida, United States",27,solo,1556092,210464627
SHOW,CLC,18,15974,200073,3.5166666666666666,k-pop,"Seoul, Korea, Republic of",5,band,119178,7763360
What,Dreamcatcher,18,19090,319909,3.4166666666666665,k-pop,"Seoul, Korea, Republic of",4,band,121882,11246773
Boys Will Be Boys,Dua Lipa,18,160016,1381977,2.7666666666666666,pop,"London, England, United Kingdom",25,solo,956351,76568596
Putting a Spin on Never Ever Getting Rid of Me,Egg,18,1215,6003,2.15,progressive rock,"London, England, United Kingdom",5,band,65037,584004
4 Walls,f(x),18,74989,1282949,3.45,kpop,"Seoul, Korea, Republic of",11,band,201175,21833754
I’m bad too (Feat. DPR LIVE),Hwa Sa,18,15429,100944,0,k-pop,"Jeonju, Jeollabuk-do, Korea, Republic of",25,solo,120253,2638252
Icy,Kim Petras,18,86504,1235355,3.15,electropop,"Cologne, Nordrhein-Westfalen, Germany",28,solo,255107,19255381
dal segno,LOONA/yyxy,18,8218,49227,0,k-pop,0,0,0,35242,516071
Universe,MAMAMOO,18,13788,95199,3.6166666666666667,k-pop,"Seoul, Korea, Republic of",6,band,180285,12251755
Kick It,NCT 127,18,56743,975896,3.8833333333333333,bruce lee,"Seoul, Korea, Republic of",4,band,152789,20561851
Fallingforyou,The 1975,18,171945,1309995,6.883333333333333,indie rock,"Manchester, Greater Manchester, England, United Kingdom",19,band,1040790,65020597
где одна вода,асятаксебе,18,10,46,1.8,Add tags,0,0,0,48,723
Hear Me,(G)I-DLE,17,13145,102161,3.9333333333333336,k-pop,"Seoul, Korea, Republic of",2,band,155305,10036378
Tung-Tung - Empty,(G)I-DLE,17,6492,49409,0,k-pop,"Seoul, Korea, Republic of",2,band,155305,10036378
ringtone,100 gecs,17,103122,1011335,2.3833333333333333,electropop,"St. Louis, Missouri, United States",6,band,257803,16741714
goodbye,Billie Eilish,17,192863,1230890,1.9833333333333334,ambient pop,"Los Angeles, Los Angeles County, California, United States",19,solo,1023808,82087931
Lemons (demo),Brye,17,531,3190,3.216666666666667,Add tags,0,0,0,29242,181785
WAP (feat. Megan Thee Stallion),Cardi B,17,348453,5453619,3.1333333333333333,rap,"The Bronx, New York, New York, United States",28,solo,670471,21408246
Pretty Girl,Clairo,17,223433,2051236,2.966666666666667,bedroom pop,"Carlisle, Middlesex County, Massachusetts, United States",22,solo,482006,18783859
My Toys,Dreamcatcher,17,3614,19861,1.1,k-pop,"Seoul, Korea, Republic of",4,band,121882,11246773
Wonderland,Dreamcatcher,17,16742,209540,3.183333333333333,k-pop,"Seoul, Korea, Republic of",4,band,121882,11246773
Cynical Fairytale,Egg,17,1021,4991,3.85,progressive rock,"London, England, United Kingdom",5,band,65037,584004
Total Eclipse (Black Out),GWSN,17,7633,75588,3.1333333333333333,k-pop,"Seoul, Korea, Republic of",2,band,40524,1902772
I'm bad too (feat. DPR LIVE),Hwa Sa,17,711,6614,2.2,k-pop,"Jeonju, Jeollabuk-do, Korea, Republic of",25,solo,120253,2638252
VILLAIN,K/DA,17,44489,732045,0,k-pop,0,0,0,170499,7154512
Do Me,Kim Petras,17,72050,746522,3.533333333333333,pop,"Cologne, Nordrhein-Westfalen, Germany",28,solo,255107,19255381
Everyday I Need You (ViVi) [Feat. 진솔],Loona,17,53,289,0,pop,"IJmuiden, Velsen, Noord-Holland, Netherlands",46,solo,285599,17462658
"See Saw (Chuu, Go Won) (Feat. Kim Lip)",Loona,17,17629,154453,0,pop,"IJmuiden, Velsen, Noord-Holland, Netherlands",46,solo,285599,17462658
Sweet Crazy Love,LOONA / ODD EYE CIRCLE,17,1535,14851,0,k-pop,0,0,0,2883,94920
dal segno,LOOΠΔ / yyxy,17,1693,27423,1.0833333333333333,k-pop,"Seoul, Korea, Republic of",2,band,4252,213649
Запорожец,MONETOCHKA,17,2005,9590,0,pop rock,0,0,0,15972,342506
Мартовские коты,MONETOCHKA,17,1136,3230,0,pop rock,0,0,0,15972,342506
Шприц,MONETOCHKA,17,1292,4343,0,pop rock,0,0,0,15972,342506
Chun-Li,Nicki Minaj,17,165384,2248431,3.183333333333333,rap,"Port of Spain, Trinidad, Trinidad and Tobago",38,solo,2327646,89606844
LLC,Nicki Minaj,17,60940,556744,3.6833333333333336,hip-hop,"Port of Spain, Trinidad, Trinidad and Tobago",38,solo,2327646,89606844
Paper Rings,Taylor Swift,17,127616,1804321,3.7,pop,"Reading, Berks County, Pennsylvania, United States",31,solo,2655896,342638526
BEHIND THE MASK,TWICE,17,28454,212858,0,k-pop,"Seoul, Korea, Republic of",5,band,267391,49043896
CHILLAX,TWICE,17,21841,191123,3.1,summer,"Seoul, Korea, Republic of",5,band,267391,49043896
TURN IT UP,TWICE,17,30691,347767,3.1166666666666667,k-pop,"Seoul, Korea, Republic of",5,band,267391,49043896
32123 (feat. polnalyubvi),We,17,47,447,1.0,stoner rock,0,0,0,22080,220957
BOOM CHI KI,Weeekly,17,1464,13325,0,k-pop,"Seoul, Korea, Republic of",1,band,21517,889195
Unnie,Weeekly,17,4275,32244,0,k-pop,"Seoul, Korea, Republic of",1,band,21517,889195
NEON 1989,Yukika,17,10965,69447,2.4333333333333336,synthpop,"Shizuoka, Shizuoka, Japan",27,solo,36331,1166206
pit-a-pet,Yukika,17,11903,84338,4.016666666666667,bop,"Shizuoka, Shizuoka, Japan",27,solo,36331,1166206
I Got a Boy,소녀시대,17,62643,1293239,4.516666666666667,k-pop,0,0,0,272768,44627647
HWAA,(G)I-DLE,16,12593,109406,0,k-pop,"Seoul, Korea, Republic of",2,band,155305,10036378
bloodstains,100 gecs,16,39432,341800,2.15,bubblegum bass,"St. Louis, Missouri, United States",6,band,257803,16741714
gecgecgec,100 gecs,16,67769,447085,2.3833333333333333,sound collage,"St. Louis, Missouri, United States",6,band,257803,16741714
BOOMBAYAH - Live,BLACKPINK,16,6394,26536,0,k-pop,"Seoul, Korea, Republic of",4,band,443371,59627899
Click (feat. Kim Petras and Tommy Cash),Charli XCX,16,84107,725417,0,bubblegum bass,"Cambridge, Cambridgeshire, England, United Kingdom",28,solo,1050461,65619389
Say So,Doja Cat feat. Nicki Minaj,16,355,2645,3.4333333333333336,Add tags,"Los Angeles, Los Angeles County, California, United States",25,solo,835,3884
Polaris,Dreamcatcher,16,9578,92584,3.8833333333333333,k-pop,"Seoul, Korea, Republic of",4,band,121882,11246773
HUSH,Everglow,16,28771,345644,2.7333333333333334,songs that have made me cry,"Seoul, Korea, Republic of",2,band,140037,7579596
Necklace,Freddie Dredd,16,8462,44200,1.85,phonk,0,0,0,133014,3883059
WANT IT? - Imad Royal Remix,ITZY,16,10557,68945,3.45,k-pop,"Seoul, Korea, Republic of",1,band,159995,12527679
Welcome,IZ*ONE,16,10825,156558,1.4166666666666667,k-pop,"Seoul, Korea, Republic of",2,band,102936,11987904
GUNSHOT,KARD,16,32065,330391,0,k-pop,"Seoul, Korea, Republic of",4,band,105202,3500538
Stupid Love,Lady Gaga,16,240405,5348321,3.2333333333333334,pop,"Manhattan, New York, New York, United States",34,solo,4217723,365392472
Everyday I Love You (ViVi) [Feat. 하슬],Loona,16,79,831,0,pop,"IJmuiden, Velsen, Noord-Holland, Netherlands",46,solo,285599,17462658
ADD,LOONA / ODD EYE CIRCLE,16,813,4657,0,k-pop,0,0,0,2883,94920
Uncover,LOONA / ODD EYE CIRCLE,16,1183,12453,0,k-pop,0,0,0,2883,94920
Perfect Places,Lorde,16,281192,3708612,3.6833333333333336,electropop,"Auckland, North Island, New Zealand",24,solo,1560795,100316725
Starry Night,MAMAMOO,16,56085,637911,3.5166666666666666,k-pop,"Seoul, Korea, Republic of",6,band,180285,12251755
Wind Flower,MAMAMOO,16,38252,419630,3.9333333333333336,liked,"Seoul, Korea, Republic of",6,band,180285,12251755
Лёд,MONETOCHKA,16,1406,4155,0,pop rock,0,0,0,15972,342506
Yikes,Nicki Minaj,16,85267,1458268,2.6,rap,"Port of Spain, Trinidad, Trinidad and Tobago",38,solo,2327646,89606844
HOME;RUN,Seventeen,16,27059,464458,0,k-pop,"Seoul, Korea, Republic of",5,band,161856,20655905
"Angel in Your Eyes (feat. Sia, Diplo, and Labrinth)",Sia,16,28641,137501,0,female vocalists,"Adelaide, South Australia, Australia",45,solo,2408319,93246803
"Mountains (feat. Sia, Diplo, and Labrinth)",Sia,16,28432,136926,0,female vocalists,"Adelaide, South Australia, Australia",45,solo,2408319,93246803
"Welcome to the Wonderful World of (feat. Sia, Diplo, and Labrinth)",Sia,16,29722,104325,0,female vocalists,"Adelaide, South Australia, Australia",45,solo,2408319,93246803
Bâtard,Stromae,16,92582,586273,3.4833333333333334,french,"Brussels, Belgium",35,solo,788595,18005372
Moules frites,Stromae,16,74344,396170,2.65,electronic,"Brussels, Belgium",35,solo,788595,18005372
Papaoutai,Stromae,16,304179,2678354,3.8666666666666667,french,"Brussels, Belgium",35,solo,788595,18005372
cardigan,Taylor Swift,16,270068,5031049,3.9833333333333334,folk,"Reading, Berks County, Pennsylvania, United States",31,solo,2655896,342638526
Dial Tone,That Kid,16,20440,183837,2.9833333333333334,pop,"Denver, Colorado, United States",22,solo,33107,622180
Daddy Issues,The Neighbourhood,16,271477,3022925,4.333333333333333,indie,"Newbury Park, Ventura County, California, United States",9,band,1095946,50949353
came to my show,100 gecs,15,36634,228951,2.35,bubblegum bass,"St. Louis, Missouri, United States",6,band,257803,16741714
fake smile,Ariana Grande,15,170997,2359501,3.466666666666667,pop,"Boca Raton, Palm Beach County, Florida, United States",27,solo,1556092,210464627
ghostin,Ariana Grande,15,174374,2323535,4.516666666666667,pop,"Boca Raton, Palm Beach County, Florida, United States",27,solo,1556092,210464627
idontwannabeyouanymore,Billie Eilish,15,281755,3003417,3.3833333333333333,pop,"Los Angeles, Los Angeles County, California, United States",19,solo,1023808,82087931
You Never Know,BLACKPINK,15,88161,1320558,0,k-pop,"Seoul, Korea, Republic of",4,band,443371,59627899
Delicious (feat. Tommy Cash),Charli XCX,15,54463,513559,4.55,bubblegum bass,"Cambridge, Cambridgeshire, England, United Kingdom",28,solo,1050461,65619389
Official,Charli XCX,15,76989,629711,3.0833333333333335,electropop,"Cambridge, Cambridgeshire, England, United Kingdom",28,solo,1050461,65619389
Cyber Sex,Doja Cat,15,150253,1679781,2.7666666666666666,pop,"Los Angeles, Los Angeles County, California, United States",25,solo,614557,30053118
NO LIE,Everglow,15,21818,216822,3.6333333333333333,k-pop,"Seoul, Korea, Republic of",2,band,140037,7579596
I Love It (feat. Charli XCX),Icona Pop,15,557795,4707165,2.5833333333333335,poptron,"Stockholm, Stockholm municipality, Stockholms län, Sweden",12,band,890121,13318094
Falling for You with Justin Bieber,Jaden,15,43835,216698,0,hip-hop,"Malibu, Los Angeles County, California, United States",22,solo,324975,11321126
Hold The Drama,JoJo Siwa,15,2993,14577,2.9333333333333336,beer,"Omaha, Douglas County, Nebraska, United States",17,solo,13421,157395
Alice,Lady Gaga,15,153786,2692687,2.95,pop,"Manhattan, New York, New York, United States",34,solo,4217723,365392472
Royals,Lorde,15,998114,10631005,3.1666666666666665,pop,"Auckland, North Island, New Zealand",24,solo,1560795,100316725
Still Sane,Lorde,15,322171,2398147,3.1333333333333333,pop,"Auckland, North Island, New Zealand",24,solo,1560795,100316725
Drama Club,Melanie Martinez,15,56606,595983,3.7666666666666666,alternative,"Baldwin, Nassau County, New York, United States",25,solo,516913,30786635
Ириски и риски,MONETOCHKA,15,1488,4955,0,pop rock,0,0,0,15972,342506
Крошка,MONETOCHKA,15,2427,8946,0,pop rock,0,0,0,15972,342506
Твоё имя,MONETOCHKA,15,2479,11291,0,pop rock,0,0,0,15972,342506
Bad Blood,Taylor Swift,15,288147,3481121,3.5166666666666666,pop,"Reading, Berks County, Pennsylvania, United States",31,solo,2655896,342638526
Blank Space,Taylor Swift,15,428226,6877886,3.85,pop,"Reading, Berks County, Pennsylvania, United States",31,solo,2655896,342638526
the last great american dynasty,Taylor Swift,15,206213,2809925,4.05,indie pop,"Reading, Berks County, Pennsylvania, United States",31,solo,2655896,342638526
SWEET SUMMER DAY,TWICE,15,27176,236415,3.183333333333333,k-pop,"Seoul, Korea, Republic of",5,band,267391,49043896
эйфория,асятаксебе,15,12,62,3.066666666666667,Add tags,0,0,0,48,723
!!!!!!!,Billie Eilish,14,12674,144367,0.23333333333333334,pop,"Los Angeles, Los Angeles County, California, United States",19,solo,1023808,82087931
hostage,Billie Eilish,14,159718,1284593,3.8166666666666664,indie,"Los Angeles, Los Angeles County, California, United States",19,solo,1023808,82087931
Silver Cross,Charli XCX,14,72942,646645,3.466666666666667,pop,"Cambridge, Cambridgeshire, England, United Kingdom",28,solo,1050461,65619389
Bags,Clairo,14,192234,2074537,4.333333333333333,bedroom pop,"Carlisle, Middlesex County, Massachusetts, United States",22,solo,482006,18783859
Sofia,Clairo,14,224364,2497071,3.1333333333333333,pop,"Carlisle, Middlesex County, Massachusetts, United States",22,solo,482006,18783859
Bottom Bitch,Doja Cat,14,97087,827371,3.3,emo rap,"Los Angeles, Los Angeles County, California, United States",25,solo,614557,30053118
Like That (feat. Gucci Mane),Doja Cat,14,166373,1890104,2.7333333333333334,rnb,"Los Angeles, Los Angeles County, California, United States",25,solo,614557,30053118
Rules,Doja Cat,14,143225,1913476,3.1166666666666667,rap,"Los Angeles, Los Angeles County, California, United States",25,solo,614557,30053118
Tool for You,Dorian Electra,14,10273,52461,2.8666666666666667,banger,"Houston, Harris County, Texas, United States",28,solo,105885,4207773
INSIDE - OUTSIDE Intro,Dreamcatcher,14,5277,29966,0,k-pop,"Seoul, Korea, Republic of",4,band,121882,11246773
putting a spin on fly me to the moon,Egg,14,240,1049,2.1166666666666667,progressive rock,"London, England, United Kingdom",5,band,65037,584004
Chanel,Frank Ocean,14,330210,4255720,3.5,rnb,"Long Beach, Los Angeles County, California, United States",33,solo,1564632,138727704
Pretty,IZ*ONE,14,12275,157899,3.3166666666666664,k-pop,"Seoul, Korea, Republic of",2,band,102936,11987904
FEVER,J.Y. Park,14,6435,48368,0,Add tags,"Seoul, Korea, Republic of",48,solo,16973,361002
I Kissed a Girl,Katy Perry,14,1318788,8985017,3.0,pop,"Santa Barbara, Santa Barbara County, California, United States",36,solo,4087543,185898308
Chromatica II,Lady Gaga,14,135494,2266716,0.6833333333333333,interlude,"Manhattan, New York, New York, United States",34,solo,4217723,365392472
Uncover,LOOΠΔ / ODD EYE CIRCLE,14,32312,531082,3.3333333333333335,k-pop,0,3,band,72746,4688946
White Teeth Teens,Lorde,14,341725,2777905,3.6333333333333333,pop,"Auckland, North Island, New Zealand",24,solo,1560795,100316725
Strawberry Shortcake,Melanie Martinez,14,63732,661242,3.066666666666667,pop,"Baldwin, Nassau County, New York, United States",25,solo,516913,30786635
Red Flavor,Red Velvet,14,37743,253113,3.183333333333333,pop,0,0,0,263515,42577088
Umpah Umpah,Red Velvet,14,47456,934088,3.6666666666666665,pop,0,0,0,263515,42577088
Quand c'est ?,Stromae,14,72999,402845,3.0166666666666666,electronic,"Brussels, Belgium",35,solo,788595,18005372
Ta fête,Stromae,14,119325,800267,2.95,dance,"Brussels, Belgium",35,solo,788595,18005372
A Day For Love,Yukika,14,10430,49541,3.3166666666666664,city pop,"Shizuoka, Shizuoka, Japan",27,solo,36331,1166206
25 bands and a geccco,100 gecs,13,23828,122530,2.066666666666667,bubblegum bass,"St. Louis, Missouri, United States",6,band,257803,16741714
dog food,100 gecs,13,30767,170533,3.283333333333333,bubblegum bass,"St. Louis, Missouri, United States",6,band,257803,16741714
Never Marry An Icon (Pete Burns Cover),Ayesha Erotica,13,60,229,0,pop,"Huntington Beach, Orange County, California, United States",24,solo,28411,1416926
We Can Do It!,Ayesha Erotica,13,570,7514,2.8166666666666664,pop,"Huntington Beach, Orange County, California, United States",24,solo,28411,1416926
Restless,Bibi,13,14234,98751,4.45,rnb,0,0,0,64645,1292630
COPYCAT,Billie Eilish,13,201097,1759231,3.25,alternative,"Los Angeles, Los Angeles County, California, United States",19,solo,1023808,82087931
my boy,Billie Eilish,13,197999,1757435,2.8333333333333335,pop,"Los Angeles, Los Angeles County, California, United States",19,solo,1023808,82087931
Lipgloss (feat. CupcakKe),Charli XCX,13,52770,530119,3.8833333333333333,pop,"Cambridge, Cambridgeshire, England, United Kingdom",28,solo,1050461,65619389
Wheel of the year,GFRIEND,13,7804,48450,0,Add tags,0,5,band,80815,7951663
I'm Yer Dad,Grlwood,13,37880,236484,2.4,hardcore,"Louisville, Jefferson County, Kentucky, United States",3,band,56833,718629
Плак-Плак,IC3PEAK,13,20719,150329,3.3833333333333333,bass,"Moskva, Russian Federation",7,band,114773,3736167
Mmmh,Kai,13,30309,1225559,0,exo,"Toronto, Ontario, Canada",30,solo,52175,3577909
Plastic Doll,Lady Gaga,13,127931,1733281,3.6833333333333336,electropop,"Manhattan, New York, New York, United States",34,solo,4217723,365392472
Replay,Lady Gaga,13,130649,2211300,3.1,pop,"Manhattan, New York, New York, United States",34,solo,4217723,365392472
rendezvous 18.6y,LOONA/yyxy,13,10850,78617,0,kpop,0,0,0,35242,516071
Sonatine,LOOΠΔ 1/3,13,22334,309980,3.283333333333333,perfect,"Seoul, Korea, Republic of",3,band,34484,1826478
Коза,MONETOCHKA,13,1308,3822,0,pop rock,0,0,0,15972,342506
Barbie Dreams,Nicki Minaj,13,102457,1050708,4.65,rap,"Port of Spain, Trinidad, Trinidad and Tobago",38,solo,2327646,89606844
I Just,Red Velvet,13,44307,687047,3.1333333333333333,perfect,0,0,0,263515,42577088
"Audio (feat. Sia, Diplo, and Labrinth)",Sia,13,58049,325431,0,lsd,"Adelaide, South Australia, Australia",45,solo,2408319,93246803
"No New Friends (feat. Sia, Diplo, and Labrinth)",Sia,13,71957,349931,0,female vocalists,"Adelaide, South Australia, Australia",45,solo,2408319,93246803
Cha Ching,Slayyyter,13,23527,187745,2.65,electropop,"St. Louis, Missouri, United States",24,solo,113560,4078254
FAM,Stray Kids,13,6764,62359,0,k-pop,"Seoul, Korea, Republic of",3,band,148884,23457226
Avf,Stromae,13,50240,259721,3.75,belgian,"Brussels, Belgium",35,solo,788595,18005372
Formidable,Stromae,13,175187,1396929,3.55,french,"Brussels, Belgium",35,solo,788595,18005372
Humain à l'eau,Stromae,13,62442,316817,3.9833333333333334,french,"Brussels, Belgium",35,solo,788595,18005372
Sommeil,Stromae,13,59101,305331,3.6333333333333333,electropop,"Brussels, Belgium",35,solo,788595,18005372
exile (feat. Bon Iver),Taylor Swift,13,235180,3826350,4.75,folk,"Reading, Berks County, Pennsylvania, United States",31,solo,2655896,342638526
UGH!,The 1975,13,130711,1069806,3.0,indie,"Manchester, Greater Manchester, England, United Kingdom",19,band,1040790,65020597
DON'T CALL ME AGAIN,TWICE,13,2490,21937,2.8833333333333333,k-pop,"Seoul, Korea, Republic of",5,band,267391,49043896
SWEET TALKER,TWICE,13,21859,187983,3.4833333333333334,k-pop,"Seoul, Korea, Republic of",5,band,267391,49043896
принимаю,асятаксебе,13,12,64,2.5666666666666664,Add tags,0,0,0,48,723
"hand crushed by a mallet (Remix) [feat. Fall Out Boy, Craig Owens, Nicole Dollanganger]",100 gecs,12,72303,538512,2.9333333333333336,pop punk,"St. Louis, Missouri, United States",6,band,257803,16741714
I Need Help Immediately,100 gecs,12,73949,485762,1.35,hip hop,"St. Louis, Missouri, United States",6,band,257803,16741714
ocean eyes,Billie Eilish,12,328965,3372773,3.3333333333333335,pop,"Los Angeles, Los Angeles County, California, United States",19,solo,1023808,82087931
Dynamite,BTS,12,255216,47442626,3.3166666666666664,pop,"Seoul, Korea, Republic of",7,band,580977,577215000
